TOA5	Esolmet_CR6_IP	CR6	9884	CR6.Std.12.01	CPU:20230123_Esolmet_CR6.CR6	37906	Table2_10min																	
TIMESTAMP	RECORD	BattV_Min	PTemp_C	I_glob_Avg	I_dir_Avg	I_dif_Avg	I_glob_inc_Avg	Indice_UV_Avg	Indice_UV_1	Indice_UV_2	AirTC_Avg	AirTC_Max	AirTC_Min	AirTC_Std	RH	RH_Max	RH_Min	WS_ms_Avg	WS_ms_Max	WS_ms_Min	WS_ms_Std	WindDir	Rain_mm_Tot	BP_mbar_Avg
TS	RN	Volts	Deg C	W/m2	W/m2	W/m2	W/m2	W/m2	I-UV	MED/hr	Deg C	Deg C	Deg C	Deg C	%	%	%	meters/second	meters/second	meters/second	meters/second	degrees	mm	mbar
		Min	Smp	Avg	Avg	Avg	Avg	Avg	Smp	Smp	Avg	Max	Min	Std	Smp	Max	Min	Avg	Max	Min	Std	Smp	Tot	Avg
28/02/2023 05:50	692	12.69	19.66	4008	4418	3528	1938	0	-0.003	-0.001	-527.6	-525.4	-529.8	1.995	-524.4	-523.7	-526.3	0	0	0	0	0.11	0	-11.00247
28/02/2023 06:00	693	12.69	19.51	4044	4460	3558	1953	0	-0.003	-0.001	-528.1	-525.9	-530.3	1.996	-525.1	-524.5	-527	0	0	0	0	0.113	0	-11.39718
28/02/2023 06:10	694	12.68	19.41	4005	4416	3525	1935	0	-0.003	-0.001	-528.5	-526.4	-530.7	2.002	-525.6	NAN	NAN	0	0	0	0	0.11	0	-11.79992
28/02/2023 06:20	695	12.69	19.3	4083	4503	3591	1972	0	-0.003	-0.001	-528.8	-526.7	-530.9	2.004	-526	NAN	NAN	0	0	0	0	0.11	0	-12.02155
28/02/2023 06:30	696	12.69	19.17	4210	4647	3699	2029	0	-0.003	-0.001	-529	-526.9	-531.2	2.006	-526.4	NAN	NAN	0	0	0	0	0.11	0	-12.11924
28/02/2023 06:40	697	12.68	19.03	4355	4809	3823	2096	0	-0.003	-0.001	-529.3	-527.2	-531.5	2.004	-526.9	NAN	NAN	0	0	0	0	0.11	0	-12.40673
28/02/2023 06:50	698	12.68	18.92	4345	4798	3814	2091	0	-0.003	-0.001	-529.6	-527.5	-531.7	2.007	-527.3	NAN	NAN	0	0	0	0	0.109	0	-12.57357
28/02/2023 07:00	699	12.68	18.8	4460	4927	3913	2145	0	-0.003	-0.001	-529.8	-527.7	-532	2.008	NAN	NAN	NAN	0	0	0	0	0.109	0	-12.83852
28/02/2023 07:10	700	12.68	18.7	4467	4933	3920	2149	0	-0.003	-0.001	-530.1	-528	-532.2	2.01	NAN	NAN	NAN	0	0	0	0	0.111	0	-13.06183
28/02/2023 07:20	701	12.67	18.62	4494	4963	3942	2161	0	-0.003	-0.001	-530.3	-528.2	-532.4	2.01	NAN	NAN	NAN	0	0	0	0	0.109	0	-13.2064
28/02/2023 07:30	702	12.72	18.62	4298	4744	3775	2071	0	-0.003	-0.001	-530.5	-528.4	-532.6	2.015	NAN	NAN	NAN	0	0	0	0	0.108	0	-13.34831
28/02/2023 07:40	703	12.76	18.73	3906	4304	3440	1890	0	-0.003	-0.001	-530.6	-528.5	-532.6	2.02	NAN	NAN	NAN	0	0	0	0	0.112	0	-13.31898
28/02/2023 07:50	704	12.83	18.95	3336	3663	2954	1629	0	-0.003	-0.001	-530.4	-528.3	-532.6	2.027	NAN	NAN	NAN	0	0	0	0	0.111	0	-13.24749
28/02/2023 08:00	705	12.94	19.29	2587	2821	2316	1286	0	-0.003	-0.001	-530.1	-527.8	-532.3	2.037	NAN	NAN	NAN	0	0	0	0	0.11	0	-12.95184
28/02/2023 08:10	706	12.96	19.77	1485	1584	1377	780	0	-0.004	-0.002	-529.5	-527.1	-531.8	2.042	-526.3	NAN	NAN	0	0	0	0	0.112	0	-12.47863
28/02/2023 08:20	707	13.05	20.37	248.3	240.2	265.1	164.5	0	-0.004	-0.002	-528.5	-526	-531	2.061	-524.6	NAN	NAN	0	0	0	0	0.112	0	-11.7382
28/02/2023 08:30	708	13.43	21.06	0	0	0	0	0	-0.004	-0.002	-527.2	-524.5	-529.9	2.085	-522.3	-522.3	-526.4	0	0	0	0	0.114	0	-10.62512
28/02/2023 08:40	709	13.49	21.81	0	0	0	0	0	-0.004	-0.002	-525.6	-522.7	-528.4	2.105	-519.6	-519.6	-524.2	0	0	0	0	0.114	0	-9.145655
28/02/2023 08:50	710	13.51	22.62	0	0	0	0	0	-0.004	-0.002	-523.6	-520.6	-526.6	2.13	-516.4	-516.4	-521.5	0	0	0	0	0.116	0	-7.464172
28/02/2023 09:00	711	13.58	23.47	0	0	0	0	0	-0.004	-0.002	-521.3	-518.1	-524.4	2.16	-512.8	-512.8	-518.3	0	0	0	0	0.118	0	-5.519644
28/02/2023 09:10	712	13.66	24.34	0	0	0	0	0	-0.004	-0.002	-518.6	-515.3	-521.9	2.199	-508.7	-508.7	-514.7	0	0	0	0	0.119	0	-3.248727
28/02/2023 09:20	713	13.63	25.15	0	0	0	0	0	-0.004	-0.002	-515.6	-512.2	-519.1	2.227	-504.2	-504.2	-510.6	0	0	0	0	0.121	0	-0.6040619
28/02/2023 09:30	714	13.63	25.87	0	0	0	0	0	-0.004	-0.002	-512.6	-509.2	-516	2.212	-499.8	-499.8	-506.3	0	0	0	0	0.123	0	2.110968
28/02/2023 09:40	715	13.58	26.51	0	0	0	0	0	-0.004	-0.002	-509.5	-506.2	-512.9	2.196	-495.6	-495.6	-501.9	0	0	0	0	0.124	0	4.878091
28/02/2023 09:50	716	13.59	27.08	0	0	0	0	0	-0.004	-0.002	-506.6	-503.3	-509.9	2.173	-491.6	-491.6	-497.8	0	0	0	0	0.127	0	7.467529
28/02/2023 10:00	717	13.58	27.61	0	0	0	0	0	-0.004	-0.002	-503.9	-500.6	-507.1	2.152	-487.8	-487.8	-493.9	0	0	0	0	0.126	0	9.927917
28/02/2023 10:10	718	13.54	28.14	0	0	0	0	0	-0.004	-0.002	-501.1	-497.9	-504.4	2.148	-484.1	-484.1	-490.1	0	0	0	0	0.126	0	12.29628
28/02/2023 10:20	719	13.54	28.47	0	0	0	0	0	-0.004	-0.002	-498.5	-495.4	-501.6	2.113	-480.7	-480.7	-486.4	0	0	0	0	0.13	0	14.68386
28/02/2023 10:30	720	13.54	28.73	0	0	0	0	0	-0.004	-0.002	-496.4	-493.7	-499.2	2.033	-478.2	-478.2	-483.1	0	0	0	0	0.131	0	16.41648
28/02/2023 10:40	721	13.52	29.06	0	0	0	0	0	-0.004	-0.002	-494.7	-491.9	-497.4	2.028	-475.8	-475.8	-480.6	0	0	0	0	0.125	0	17.94254
28/02/2023 10:50	722	13.51	29.39	0	0	0	0	0	-0.004	-0.002	-492.8	-490	-495.7	2.042	-473.3	-473.3	-478.3	0	0	0	0	0.13	0	19.69798
28/02/2023 11:00	723	13.5	29.65	0	0	0	0	0	-0.004	-0.002	-490.9	-488.1	-493.8	2.039	-470.7	-470.7	-475.8	0	0	0	0	0.133	0	21.45798
28/02/2023 11:10	724	13.5	29.87	0	0	0	0	0	-0.004	-0.002	-489.2	-486.6	-491.9	1.999	-468.6	-468.6	-473.3	0	0	0	0	0.133	0	22.95836
28/02/2023 11:20	725	13.51	30.16	0	0	0	0	0	-0.004	-0.002	-487.7	-485	-490.4	2.013	-466.4	-466.4	-471.2	0	0	0	0	0.134	0	24.42085
28/02/2023 11:30	726	13.47	30.54	0	0	0	0	0	-0.004	-0.002	-485.8	-482.9	-488.7	2.053	-463.7	-463.7	-469	0	0	0	0	0.131	0	26.27105
28/02/2023 11:40	727	13.47	30.95	0	0	0	0	0	-0.004	-0.002	-483.5	-480.3	-486.6	2.104	-460.3	-460.3	-466.3	0	0	0	0	0.135	0	28.5804
28/02/2023 11:50	728	13.43	31.3	0	0	0	0	0	-0.004	-0.002	-480.8	-477.6	-484	2.113	-456.9	-456.9	-462.9	0	0	0	0	0.133	0	31.0609
28/02/2023 12:00	729	13.42	31.72	0	0	0	0	0	-0.004	-0.002	-478.1	-474.8	-481.3	2.133	-453.2	-453.2	-459.5	0	0	0	0	0.134	0	33.73344
28/02/2023 12:10	730	13.43	32.06	0	0	0	0	0	-0.004	-0.002	-475.2	-471.9	-478.5	2.14	-449.4	-449.4	-455.9	0	0	0	0	0.136	0	36.56421
28/02/2023 12:20	731	13.43	32.46	0	0	0	0	0	-0.004	-0.002	-472.3	-469.1	-475.6	2.13	-445.8	-445.8	-452.2	0	0	0	0	0.134	0	39.23133
28/02/2023 12:30	732	13.39	32.81	0	0	0	0	0	-0.004	-0.002	-469.4	-466.1	-472.7	2.151	-441.9	-441.9	-448.5	0	0	0	0	0.136	0	41.99929
28/02/2023 12:40	733	13.39	33.12	0	0	0	0	0	-0.004	-0.002	-466.5	-463.3	-469.7	2.109	-438.4	-438.4	-444.7	0	0	0	0	0.136	0	44.58009
28/02/2023 12:50	734	13.36	33.54	0	0	0	0	0	-0.004	-0.002	-463.7	-460.3	-467	2.142	-434.6	-434.6	-441.2	0	0	0	0	0.137	0	47.28862
28/02/2023 13:00	735	13.35	34.08	0	0	0	0	0	-0.004	-0.002	-460.2	-456.3	-463.9	2.314	-429.5	-429.5	-437.4	0	0	0	0	0.137	0	50.85106
28/02/2023 13:10	736	13.32	34.51	0	0	0	0	0	-0.004	-0.002	-455.8	-451.8	-459.8	2.381	-423.9	-423.9	-432.4	0	0	0	0	0.137	0	55.35069
28/02/2023 13:20	737	13.31	34.79	0	0	0	0	0	-0.004	-0.002	-451.6	-448.1	-455.3	2.235	-419.3	-419.3	-426.8	0	0	0	0	0.141	0	59.30902
28/02/2023 13:30	738	13.28	35.03	0	0	0	0	0	-0.004	-0.002	-448.4	-445.1	-451.7	2.13	-415.7	-415.7	-422.3	0	0	0	0	0.141	0	62.33253
28/02/2023 13:40	739	13.28	35.29	0	0	0	0	0	-0.004	-0.002	-445.6	-442.3	-448.8	2.112	-412.3	-412.3	-418.8	0	0	0	0	0.14	0	65.07515
28/02/2023 13:50	740	13.27	35.61	0	0	0	0	0	-0.004	-0.002	-442.7	-439.3	-446	2.138	-408.6	-408.6	-415.4	0	0	0	0	0.142	0	68.02439
28/02/2023 14:00	741	13.25	35.97	0	0	0	0	0	-0.004	-0.002	-439.4	-435.8	-442.9	2.218	-404.4	-404.4	-411.7	0	0	0	0	0.141	0	71.51332
28/02/2023 14:10	742	13.23	36.29	0	0	0	0	0	-0.004	-0.002	-435.7	-432	-439.4	2.256	-399.9	-399.9	-407.5	0	0	0	0	0.141	0	75.35817
28/02/2023 14:20	743	13.23	36.63	0	0	0	0	0	-0.004	-0.002	-431.9	-428.2	-435.6	2.267	-395.3	-395.3	-403	0	0	0	0	0.142	0	79.32917
28/02/2023 14:30	744	13.19	36.96	0	0	0	0	0	-0.004	-0.002	-428	-424.2	-431.8	2.292	-390.6	-390.6	-398.5	0	0	0	0	0.145	0	83.25913
28/02/2023 14:40	745	13.2	37.27	0	0	0	0	0	-0.004	-0.002	-424.1	-420.5	-427.8	2.248	-386.1	-386.1	-393.8	0	0	0	0	0.143	0	87.2386
28/02/2023 14:50	746	13.19	37.62	0	0	0	0	0	-0.004	-0.002	-420.2	-416.3	-424	2.312	-381.3	-381.3	-389.4	0	0	0	0	0.144	0	91.3692
28/02/2023 15:00	747	13.14	37.99	0	0	0	0	0	-0.004	-0.002	-415.9	-411.9	-419.9	2.372	-376.2	-376.2	-384.6	0	0	0	0	0.144	0	95.78679
28/02/2023 15:10	748	13.16	38.48	0	0	0	0	0	-0.004	-0.002	-411.2	-406.8	-415.5	2.501	-370.2	-370.2	-379.5	0	0	0	0	0.143	0	100.8283
28/02/2023 15:20	749	13.15	38.87	0	0	0	0	0	-0.004	-0.002	-405.5	-400.9	-410.2	2.656	-363.5	-363.5	-373.5	0	0	0	0	0.145	0	107.0935
28/02/2023 15:30	750	13.15	39.13	0	0	0	0	0	-0.004	-0.002	-400.2	-396.1	-404.4	2.418	-358	-358	-366.8	0	0	0	0	0.145	0	112.2746
28/02/2023 15:40	751	13.15	39.26	0	0	0	0	0	-0.004	-0.002	-396	-392.6	-399.7	2.234	-354	-354	-361.5	0	0	0	0	0.147	0	115.9296
28/02/2023 15:50	752	13.15	39.25	0	0	0	0	0	-0.004	-0.002	-393.6	-391.1	-396.3	1.98	-352.3	-352.3	-357.6	0	0	0	0	0.147	0	117.3506
28/02/2023 16:00	753	13.13	39.29	0	0	0	0	0	-0.004	-0.002	-392.8	-390.6	-394.9	1.921	-351.7	-351.7	-356	0	0	0	0	0.148	0	117.6095
28/02/2023 16:10	754	13.14	39.37	0	0	0	0	0	-0.004	-0.002	-392.1	-389.7	-394.4	1.944	-350.7	-350.7	-355.4	0	0	0	0	0.146	0	118.5184
28/02/2023 16:20	755	13.15	39.44	0	0	0	0	0	-0.004	-0.002	-391	-388.5	-393.5	1.971	-349.3	-349.3	-354.4	0	0	0	0	0.146	0	119.8439
28/02/2023 16:30	756	13.15	39.3	0	0	0	0	0	-0.004	-0.002	-390.3	-388.3	-392.3	1.907	-349.3	-349	-353	0	0	0	0	0.146	0	120.3588
28/02/2023 16:40	757	13.13	39.09	0	0	0	0	0	-0.004	-0.002	-391.2	-388.6	-394	1.935	-351.3	-349.4	-354.9	0	0	0	0	0.148	0	118.8473
28/02/2023 16:50	758	13.14	38.9	0	0	0	0	0	-0.004	-0.002	-393.5	-390.5	-396.4	1.978	-354.1	-351.5	-357.7	0	0	0	0	0.146	0	116.1507
28/02/2023 17:00	759	13.15	38.75	0	0	0	0	0	-0.004	-0.002	-395.9	-393	-398.8	1.968	-356.8	-354.3	-360.4	0	0	0	0	0.147	0	113.6113
28/02/2023 17:10	760	13.15	38.52	0	0	0	0	0	-0.004	-0.002	-398.3	-395.4	-401.3	1.974	-359.6	-357	-363.2	0	0	0	0	0.145	0	111.2885
28/02/2023 17:20	761	13.06	38.3	0	0	0	0	0	-0.004	-0.002	-401.1	-397.9	-404.2	2.006	-362.9	-359.9	-366.4	0	0	0	0	0.145	0	108.4123
28/02/2023 17:30	762	13.04	38.08	0	0	0	0	0	-0.004	-0.002	-404	-400.9	-407.2	2.014	-366.3	-363.2	-369.8	0	0	0	0	0.145	0	105.159
28/02/2023 17:40	763	13.05	37.88	0	0	0	0	0	-0.004	-0.002	-407	-403.8	-410.1	2.001	-369.6	-366.6	-373.1	0	0	0	0	0.143	0	102.0756
28/02/2023 17:50	764	13.04	37.64	0	0	0	0	0	-0.004	-0.002	-409.8	-406.7	-412.9	1.99	-372.8	-369.9	-376.2	0	0	0	0	0.146	0	99.23545
28/02/2023 18:00	765	13.04	37.31	0	0	0	0	0	-0.004	-0.002	-412.9	-409.5	-416.3	2.061	-376.8	-373.2	-380.2	0	0	0	0	0.143	0	95.96478
28/02/2023 18:10	766	13.03	36.94	0	0	0	0	0	-0.004	-0.002	-416.7	-413.1	-420.3	2.131	-381.5	-377.2	-384.8	0	0	0	0	0.144	0	91.91763
28/02/2023 18:20	767	13.03	36.5	0	0	0	0	0	-0.004	-0.002	-421	-417.2	-424.9	2.22	-386.9	-382	-390.2	0	0	0	0	0.142	0	87.40526
28/02/2023 18:30	768	12.99	35.96	0	0	0	0	0	-0.004	-0.002	-426	-421.9	-430.2	2.333	-393.2	-387.5	-396.3	0	0	0	0	0.14	0	82.09921
28/02/2023 18:40	769	13.01	35.24	0	0	0	0	0	-0.004	-0.002	-432	-427.4	-436.8	2.568	-401.1	-394	-404	0	0	0	0	0.138	0	75.74511
28/02/2023 18:50	770	12.99	34.39	0	0	0	0	0	-0.004	-0.002	-439.3	-434.1	-444.6	2.829	-410.5	-401.9	-413.3	0	0	0	0	0.138	0	68.09781
28/02/2023 19:00	771	12.99	33.51	0	0	0	0	0	-0.004	-0.002	-447.6	-442.1	-453.1	2.942	-420.7	-411.5	-423.4	0	0	0	0	0.138	0	59.91262
28/02/2023 19:10	772	12.99	32.71	0	0	0	0	0	-0.004	-0.002	-455.8	-450.5	-461	2.82	-430.6	-421.8	-433.2	0	0	0	0	0.135	0	52.20998
28/02/2023 19:20	773	12.96	31.97	0	0	0	0	0	-0.004	-0.002	-463.2	-458.3	-467.9	2.602	-439.3	-431.5	-441.9	0	0	0	0	0.136	0	45.61071
28/02/2023 19:30	774	12.95	31.3	0	0	0	0	0	-0.004	-0.002	-469.5	-465.1	-473.8	2.418	-446.8	-440.1	-449.4	0	0	0	0	0.134	0	39.94996
28/02/2023 19:40	775	12.95	30.66	0	0	0	0	0	-0.004	-0.002	-474.9	-470.9	-479	2.3	-453.6	-447.5	-456.1	0	0	0	0	0.134	0	35.16259
28/02/2023 19:50	776	12.95	30.15	0	0	0	0	0	-0.004	-0.002	-479.7	-475.9	-483.3	2.157	-459.2	-454.2	-461.7	0	0	0	0	0.132	0	30.97873
28/02/2023 20:00	777	12.95	29.54	0	0	0	0	0	-0.004	-0.002	-483.6	-480.1	-487.2	2.123	-464.4	-459.7	-466.9	0	0	0	0	0.13	0	27.56277
28/02/2023 20:10	778	12.94	29	0	0	0	0	0	-0.004	-0.002	-487.5	-484	-490.9	2.097	-469.3	-464.9	-471.7	0	0	0	0	0.129	0	24.10361
28/02/2023 20:20	779	12.93	28.52	0	0	0	0	0	-0.004	-0.002	-490.9	-487.6	-494.1	2.047	-473.6	-469.7	-476.1	0	0	0	0	0.129	0	21.06411
28/02/2023 20:30	780	12.92	28.05	0	0	0	0	0	-0.004	-0.002	-493.9	-490.8	-497	2.011	-477.4	-474	-479.9	0	0	0	0	0.127	0	18.43962
28/02/2023 20:40	781	12.92	27.59	0	0	0	0	0	-0.004	-0.002	-496.6	-493.5	-499.6	2.002	-481	-477.8	-483.4	0	0	0	0	0.128	0	16.04998
28/02/2023 20:50	782	12.91	27.14	0	0	0	0	0	-0.004	-0.002	-499.1	-496.1	-502.1	1.99	-484.4	-481.4	-486.7	0	0	0	0	0.127	0	13.7924
28/02/2023 21:00	783	12.9	26.77	0	0	0	0	0	-0.004	-0.002	-501.4	-498.6	-504.2	1.974	-487.4	-484.7	-489.7	0	0	0	0	0.125	0	11.73444
28/02/2023 21:10	784	12.89	26.47	0	0	0	0	0	-0.004	-0.002	-503.4	-500.7	-506	1.955	-489.8	-487.6	-492.2	0	0	0	0	0.128	0	10.12062
28/02/2023 21:20	785	12.89	26.24	0	0	0	0	0	-0.004	-0.002	-504.9	-502.4	-507.4	1.946	-491.8	-490.1	-494.1	0	0	0	0	0.126	0	8.71712
28/02/2023 21:30	786	12.88	26.08	0	0	0	0	0	-0.004	-0.002	-506.1	-503.7	-508.5	1.939	-493.3	-491.9	-495.6	0	0	0	0	0.124	0	7.72724
28/02/2023 21:40	787	12.87	25.96	0	0	0	0	0	-0.004	-0.002	-507	-504.7	-509.2	1.938	-494.3	-493.4	-496.6	0	0	0	0	0.125	0	7.034241
28/02/2023 21:50	788	12.88	25.84	0	0	0	0	0	-0.004	-0.002	-507.6	-505.4	-509.8	1.94	-495.1	-494.4	-497.4	0	0	0	0	0.125	0	6.473813
28/02/2023 22:00	789	12.88	25.67	0	0	0	0	0	-0.004	-0.002	-508.2	-506	-510.4	1.941	-496	-495.2	-498.3	0	0	0	0	0.123	0	6.025674
28/02/2023 22:10	790	12.87	25.55	0	0	0	0	0	-0.004	-0.002	-508.8	-506.6	-511.1	1.944	-496.9	-496.1	-499.2	0	0	0	0	0.123	0	5.362836
28/02/2023 22:20	791	12.84	25.4	0	0	0	0	0	-0.004	-0.002	-509.4	-507.2	-511.6	1.945	-497.7	-497	-500	0	0	0	0	0.123	0	4.773791
28/02/2023 22:30	792	12.83	25.22	0	0	0	0	0	-0.004	-0.002	-510	-507.8	-512.3	1.944	-498.6	-497.8	-500.9	0	0	0	0	0.121	0	4.199307
28/02/2023 22:40	793	12.84	25.05	0	0	0	0	0	-0.004	-0.002	-510.7	-508.5	-513	1.947	-499.6	-498.7	-501.9	0	0	0	0	0.122	0	3.609766
28/02/2023 22:50	794	12.83	24.89	0	0	0	0	0	-0.004	-0.002	-511.4	-509.2	-513.7	1.946	-500.6	-499.7	-502.9	0	0	0	0	0.123	0	2.92182
28/02/2023 23:00	795	12.84	24.72	0	0	0	0	0	-0.004	-0.002	-512.1	-509.9	-514.3	1.949	-501.5	-500.7	-503.8	0	0	0	0	0.121	0	2.371277
