TOA5	Esolmet_CR6_IP	CR6	9884	CR6.Std.12.01	CPU:20230123_Esolmet_CR6.CR6	37906	Table2_10min																	
TIMESTAMP	RECORD	BattV_Min	PTemp_C	I_glob_Avg	I_dir_Avg	I_dif_Avg	I_glob_inc_Avg	Indice_UV_Avg	Indice_UV_1	Indice_UV_2	AirTC_Avg	AirTC_Max	AirTC_Min	AirTC_Std	RH	RH_Max	RH_Min	WS_ms_Avg	WS_ms_Max	WS_ms_Min	WS_ms_Std	WindDir	Rain_mm_Tot	BP_mbar_Avg
TS	RN	Volts	Deg C	W/m2	W/m2	W/m2	W/m2	W/m2	I-UV	MED/hr	Deg C	Deg C	Deg C	Deg C	%	%	%	meters/second	meters/second	meters/second	meters/second	degrees	mm	mbar
		Min	Smp	Avg	Avg	Avg	Avg	Avg	Smp	Smp	Avg	Max	Min	Std	Smp	Max	Min	Avg	Max	Min	Std	Smp	Tot	Avg
06/03/2023 05:10	1548	11.58	20.91	3393	3733	2995	1652	0	-0.003	-0.001	-524.8	-522.6	-526.9	1.988	-520	-519.4	-522	0	0	0	0	0.129	0	-8.603003
06/03/2023 05:20	1549	11.58	20.83	3393	3735	2995	1652	0	-0.003	-0.001	-525.1	-523	-527.2	1.992	-520.4	-520	-522.4	0	0	0	0	0.127	0	-8.934237
06/03/2023 05:30	1550	11.57	20.74	3495	3838	3082	1699	0	-0.003	-0.001	-525.4	-523.3	-527.5	1.994	-520.8	-520.5	-522.8	0	0	0	0	0.125	0	-9.070444
06/03/2023 05:40	1551	11.57	20.66	3519	3877	3103	1710	0	-0.003	-0.001	-525.6	-523.5	-527.7	1.996	-521.1	-520.8	-523.1	0	0	0	0	0.128	0	-9.293073
06/03/2023 05:50	1552	11.55	20.54	3666	4024	3229	1779	0	-0.003	-0.001	-525.8	-523.7	-527.9	1.994	-521.5	-521.2	-523.5	0	0	0	0	0.126	0	-9.514557
06/03/2023 06:00	1553	11.54	20.47	3640	4004	3207	1766	0	-0.003	-0.001	-526.1	-524	-528.2	1.996	-521.9	-521.5	-523.9	0	0	0	0	0.128	0	-9.57456
06/03/2023 06:10	1554	11.55	20.36	3722	4101	3274	1801	0	-0.003	-0.001	-526.3	-524.2	-528.4	1.998	-522.2	-521.9	-524.2	0	0	0	0	0.127	0	-9.891047
06/03/2023 06:20	1555	11.55	20.2	3963	4365	3480	1913	0	-0.003	-0.001	-526.6	-524.4	-528.7	1.997	-522.7	-522.2	-524.6	0	0	0	0	0.128	0	-10.01487
06/03/2023 06:30	1556	11.56	20.02	4120	4545	3614	1984	0	-0.003	-0.001	-526.9	-524.7	-529.1	1.998	-523.3	-522.7	-525.2	0	0	0	0	0.126	0	-10.39641
06/03/2023 06:40	1557	11.55	19.86	4173	4612	3660	2009	0	-0.003	-0.001	-527.3	-525.2	-529.5	1.996	-523.9	-523.3	-525.9	0	0	0	0	0.126	0	-10.7024
06/03/2023 06:50	1558	11.55	19.73	4276	4716	3748	2058	0	-0.003	-0.001	-527.7	-525.6	-529.9	2.002	-524.4	-524	-526.4	0	0	0	0	0.125	0	-11.09404
06/03/2023 07:00	1559	11.55	19.61	4326	4772	3792	2083	0	-0.003	-0.001	-528.1	-525.9	-530.2	2.001	-524.9	-524.5	-526.9	0	0	0	0	0.126	0	-11.32064
06/03/2023 07:10	1560	11.54	19.53	4332	4777	3798	2086	0	-0.003	-0.001	-528.3	-526.2	-530.4	2.004	-525.3	-525	-527.3	0	0	0	0	0.123	0	-11.58605
06/03/2023 07:20	1561	11.54	19.52	4222	4651	3705	2037	0	-0.003	-0.001	-528.5	-526.5	-530.6	2.009	-525.6	NAN	NAN	0	0	0	0	0.126	0	-11.75989
06/03/2023 07:30	1562	11.53	19.6	3964	4362	3485	1918	0	-0.003	-0.001	-528.6	-526.6	-530.6	2.012	-525.6	NAN	NAN	0	0	0	0	0.124	0	-11.80724
06/03/2023 07:40	1563	11.52	19.75	3633	3991	3206	1769	0	-0.003	-0.001	-528.5	-526.4	-530.6	2.019	-525.3	NAN	NAN	0	0	0	0	0.126	0	-11.70839
06/03/2023 07:50	1564	11.52	20.01	3075	3360	2730	1513	0	-0.003	-0.001	-528.3	-526.1	-530.4	2.025	-524.8	-524.8	-527.3	0	0	0	0	0.127	0	-11.48094
06/03/2023 08:00	1565	11.51	20.37	2278	2465	2051	1147	0	-0.003	-0.001	-527.8	-525.4	-530.1	2.033	-523.8	-523.8	-526.7	0	0	0	0	0.128	0	-11.04646
06/03/2023 08:10	1566	11.5	20.84	1168	1212	1104	637.1	0	-0.004	-0.002	-527	-524.6	-529.4	2.043	-522.5	-522.5	-525.8	0	0	0	0	0.127	0	-10.4019
06/03/2023 08:20	1567	11.51	21.45	84.7	71.21	112.4	78.15	0	-0.004	-0.002	-526	-523.3	-528.5	2.064	-520.6	-520.6	-524.4	0	0	0	0	0.13	0	-9.57944
06/03/2023 08:30	1568	11.51	22.15	0	0	0	0	0	-0.004	-0.002	-524.5	-521.7	-527.2	2.089	-518.1	-518.1	-522.5	0	0	0	0	0.131	0	-8.349234
06/03/2023 08:40	1569	11.51	22.87	0	0	0	0	0	-0.004	-0.002	-522.7	-519.7	-525.6	2.123	-515.1	-515.1	-520.1	0	0	0	0	0.13	0	-6.824466
06/03/2023 08:50	1570	11.51	23.57	0	0	0	0	0	-0.004	-0.002	-520.5	-517.5	-523.5	2.13	-511.9	-511.9	-517.1	0	0	0	0	0.132	0	-5.025815
06/03/2023 09:00	1571	11.51	24.31	0	0	0	0	0	-0.004	-0.002	-518.2	-515.1	-521.3	2.145	-508.4	-508.4	-513.9	0	0	0	0	0.135	0	-2.951324
06/03/2023 09:10	1572	11.51	25.01	0	0	0	0	0	-0.004	-0.002	-515.7	-512.5	-518.9	2.168	-504.7	-504.7	-510.5	0	0	0	0	0.135	0	-0.6859833
06/03/2023 09:20	1573	11.5	25.63	0	0	0	0	0	-0.004	-0.002	-513.1	-509.9	-516.3	2.165	-500.9	-500.9	-506.7	0	0	0	0	0.14	0	1.67272
06/03/2023 09:30	1574	11.5	26.17	0	0	0	0	0	-0.004	-0.002	-510.5	-507.4	-513.7	2.14	-497.4	-497.4	-503	0	0	0	0	0.14	0	3.972842
06/03/2023 09:40	1575	11.51	26.64	0	0	0	0	0	-0.004	-0.002	-508.1	-505.1	-511.2	2.113	-494.1	-494.1	-499.6	0	0	0	0	0.141	0	6.071649
06/03/2023 09:50	1576	11.51	27.12	0	0	0	0	0	-0.004	-0.002	-505.9	-502.9	-508.9	2.095	-491	-491	-496.4	0	0	0	0	0.141	0	8.021585
06/03/2023 10:00	1577	11.51	27.65	0	0	0	0	0	-0.004	-0.002	-503.6	-500.5	-506.7	2.111	-487.8	-487.8	-493.3	0	0	0	0	0.144	0	9.964655
06/03/2023 10:10	1578	11.51	28.22	0	0	0	0	0	-0.004	-0.002	-501.1	-497.9	-504.3	2.141	-484.1	-484.1	-490.1	0	0	0	0	0.146	0	12.19447
06/03/2023 10:20	1579	11.51	28.72	0	0	0	0	0	-0.004	-0.002	-498.3	-495	-501.6	2.169	-480.2	-480.2	-486.4	0	0	0	0	0.147	0	14.79944
06/03/2023 10:30	1580	11.5	29.12	0	0	0	0	0	-0.004	-0.002	-495.5	-492.4	-498.7	2.126	-476.6	-476.6	-482.6	0	0	0	0	0.142	0	17.28624
06/03/2023 10:40	1581	11.51	29.46	0	0	0	0	0	-0.004	-0.002	-493.1	-490.1	-496.1	2.087	-473.5	-473.5	-479.1	0	0	0	0	0.141	0	19.51675
06/03/2023 10:50	1582	11.51	29.74	0	0	0	0	0	-0.004	-0.002	-490.9	-488.1	-493.8	2.056	-470.8	-470.8	-476	0	0	0	0	0.142	0	21.44001
06/03/2023 11:00	1583	11.51	29.99	0	0	0	0	0	-0.004	-0.002	-489.1	-486.3	-491.8	2.023	-468.4	-468.4	-473.3	0	0	0	0	0.144	0	23.02302
06/03/2023 11:10	1584	11.51	30.29	0	0	0	0	0	-0.004	-0.002	-487.3	-484.6	-490.1	2.027	-466.1	-466.1	-471	0	0	0	0	0.148	0	24.68365
06/03/2023 11:20	1585	11.51	30.56	0	0	0	0	0	-0.004	-0.002	-485.5	-482.7	-488.3	2.029	-463.6	-463.6	-468.7	0	0	0	0	0.151	0	26.47659
06/03/2023 11:30	1586	11.5	30.86	0	0	0	0	0	-0.004	-0.002	-483.7	-480.9	-486.5	2.029	-461.2	-461.2	-466.3	0	0	0	0	0.151	0	28.10912
06/03/2023 11:40	1587	11.51	31.17	0	0	0	0	0	-0.004	-0.002	-481.7	-478.8	-484.6	2.046	-458.5	-458.5	-463.8	0	0	0	0	0.151	0	29.95361
06/03/2023 11:50	1588	11.51	31.44	0	0	0	0	0	-0.004	-0.002	-479.6	-476.7	-482.5	2.051	-455.7	-455.7	-461.2	0	0	0	0	0.149	0	31.95183
06/03/2023 12:00	1589	11.51	31.74	0	0	0	0	0	-0.004	-0.002	-477.5	-474.6	-480.4	2.046	-453	-453	-458.4	0	0	0	0	0.152	0	33.95579
06/03/2023 12:10	1590	11.48	32.04	0	0	0	0	0	-0.004	-0.002	-475.3	-472.4	-478.3	2.063	-450.1	-450.1	-455.7	0	0	0	0	0.154	0	35.96531
06/03/2023 12:20	1591	11.49	32.25	0	0	0	0	0	-0.004	-0.002	-473.1	-470.2	-476.1	2.057	-447.3	-447.3	-452.9	0	0	0	0	0.151	0	38.19648
06/03/2023 12:30	1592	11.49	32.43	0	0	0	0	0	-0.004	-0.002	-471.2	-468.6	-473.9	1.988	-445.3	-445.3	-450.1	0	0	0	0	0.152	0	39.89108
06/03/2023 12:40	1593	11.47	32.69	0	0	0	0	0	-0.004	-0.002	-469.5	-466.7	-472.3	2.023	-442.9	-442.9	-448.1	0	0	0	0	0.151	0	41.56461
06/03/2023 12:50	1594	11.47	32.89	0	0	0	0	0	-0.004	-0.002	-467.6	-464.9	-470.4	2.005	-440.6	-440.6	-445.7	0	0	0	0	0.135	0	43.45481
06/03/2023 13:00	1595	11.48	33.18	0	0	0	0	0	-0.004	-0.002	-465.8	-462.9	-468.6	2.032	-438.1	-438.1	-443.5	0	0	0	0	0.135	0	45.25474
06/03/2023 13:10	1596	11.48	33.5	0	0	0	0	0	-0.004	-0.002	-463.5	-460.3	-466.6	2.098	-434.8	-434.8	-440.9	0	0	0	0	0.136	0	47.54481
06/03/2023 13:20	1597	11.47	33.67	0	0	0	0	0	-0.004	-0.002	-461	-458.1	-464	2.048	-432	-432	-437.7	0	0	0	0	0.135	0	50.01916
06/03/2023 13:30	1598	11.47	33.84	0	0	0	0	0	-0.004	-0.002	-459.1	-456.5	-461.8	1.989	-429.9	-429.9	-435	0	0	0	0	0.136	0	51.69352
06/03/2023 13:40	1599	11.46	34.13	0	0	0	0	0	-0.004	-0.002	-457.3	-454.3	-460.2	2.039	-427.3	-427.3	-432.9	0	0	0	0	0.137	0	53.61274
06/03/2023 13:50	1600	11.47	34.45	0	0	0	0	0	-0.004	-0.002	-454.8	-451.6	-458	2.109	-424	-424	-430.3	0	0	0	0	0.14	0	56.32848
06/03/2023 14:00	1601	11.47	35.01	0	0	0	0	0	-0.004	-0.002	-451.7	-447.8	-455.2	2.269	-419.4	-419.4	-427	0	0	0	0	0.141	0	59.79446
06/03/2023 14:10	1602	11.47	35.64	0	0	0	0	0	-0.004	-0.002	-446.9	-442.3	-451.4	2.598	-412.7	-412.7	-422.3	0	0	0	0	0.142	0	64.96965
06/03/2023 14:20	1603	11.47	36.06	0	0	0	0	0	-0.004	-0.002	-441.2	-436.8	-445.7	2.55	-406.1	-406.1	-415.6	0	0	0	0	0.143	0	70.57751
06/03/2023 14:30	1604	11.46	36.37	0	0	0	0	0	-0.004	-0.002	-436.3	-432.3	-440.4	2.375	-400.6	-400.6	-409.1	0	0	0	0	0.142	0	75.2124
06/03/2023 14:40	1605	11.46	36.65	0	0	0	0	0	-0.004	-0.002	-432.3	-428.7	-435.9	2.238	-396.2	-396.2	-403.7	0	0	0	0	0.142	0	79.03819
06/03/2023 14:50	1606	11.47	36.86	0	0	0	0	0	-0.004	-0.002	-428.8	-425.4	-432.3	2.183	-392.3	-392.3	-399.4	0	0	0	0	0.143	0	82.36629
06/03/2023 15:00	1607	11.47	37.04	0	0	0	0	0	-0.004	-0.002	-426	-423	-429.1	2.071	-389.4	-389.4	-395.6	0	0	0	0	0.141	0	85.02238
06/03/2023 15:10	1608	11.47	37.26	0	0	0	0	0	-0.004	-0.002	-423.5	-420.3	-426.6	2.097	-386.3	-386.3	-392.7	0	0	0	0	0.14	0	87.50935
06/03/2023 15:20	1609	11.47	37.45	0	0	0	0	0	-0.004	-0.002	-420.9	-417.9	-424	2.075	-383.4	-383.4	-389.6	0	0	0	0	0.144	0	89.98987
06/03/2023 15:30	1610	11.46	37.63	0	0	0	0	0	-0.004	-0.002	-418.5	-415.5	-421.6	2.064	-380.7	-380.7	-386.8	0	0	0	0	0.144	0	92.21379
06/03/2023 15:40	1611	11.46	37.75	0	0	0	0	0	-0.004	-0.002	-416.4	-413.6	-419.2	2.019	-378.4	-378.4	-384.1	0	0	0	0	0.144	0	94.27222
06/03/2023 15:50	1612	11.45	37.89	0	0	0	0	0	-0.004	-0.002	-414.5	-411.8	-417.3	2.012	-376.2	-376.2	-381.8	0	0	0	0	0.144	0	95.87118
06/03/2023 16:00	1613	11.43	37.87	0	0	0	0	0	-0.004	-0.002	-412.9	-410.6	-415.5	1.952	-374.9	-374.9	-379.7	0	0	0	0	0.145	0	97.18443
06/03/2023 16:10	1614	11.43	37.75	0	0	0	0	0	-0.004	-0.002	-412.6	-410.6	-414.8	1.892	-375.3	-374.8	-378.8	0	0	0	0	0.143	0	97.07235
06/03/2023 16:20	1615	11.44	37.71	0	0	0	0	0	-0.004	-0.002	-413.4	-411.1	-415.6	1.892	-376.2	-375.4	-379.7	0	0	0	0	0.142	0	96.10597
06/03/2023 16:30	1616	11.43	37.69	0	0	0	0	0	-0.004	-0.002	-413.9	-411.9	-415.9	1.892	-376.6	-376.2	-380.2	0	0	0	0	0.142	0	95.66077
06/03/2023 16:40	1617	11.43	37.57	0	0	0	0	0	-0.004	-0.002	-414.4	-412.2	-416.7	1.892	-377.5	-376.7	-381	0	0	0	0	0.144	0	95.22137
06/03/2023 16:50	1618	11.42	37.48	0	0	0	0	0	-0.004	-0.002	-415.4	-413.1	-417.8	1.897	-378.8	-377.6	-382.3	0	0	0	0	0.141	0	94.03271
06/03/2023 17:00	1619	11.43	37.34	0	0	0	0	0	-0.004	-0.002	-416.6	-414.2	-419.1	1.903	-380.3	-378.9	-383.8	0	0	0	0	0.143	0	92.70544
06/03/2023 17:10	1620	11.42	37.23	0	0	0	0	0	-0.004	-0.002	-418.1	-415.6	-420.6	1.905	-382	-380.5	-385.5	0	0	0	0	0.144	0	91.17155
06/03/2023 17:20	1621	11.42	37.09	0	0	0	0	0	-0.004	-0.002	-419.5	-417	-422	1.902	-383.7	-382.2	-387.1	0	0	0	0	0.142	0	89.83281
06/03/2023 17:30	1622	11.4	36.86	0	0	0	0	0	-0.004	-0.002	-421.2	-418.5	-424	1.938	-386.1	-383.9	-389.5	0	0	0	0	0.145	0	87.94394
06/03/2023 17:40	1623	11.4	36.48	0	0	0	0	0	-0.004	-0.002	-423.7	-420.6	-427	2.019	-389.6	-386.4	-392.9	0	0	0	0	0.141	0	85.25978
06/03/2023 17:50	1624	11.39	36.01	0	0	0	0	0	-0.004	-0.002	-427.6	-423.8	-431.4	2.205	-394.9	-390.1	-398	0	0	0	0	0.14	0	81.06715
06/03/2023 18:00	1625	11.39	35.62	0	0	0	0	0	-0.004	-0.002	-432.2	-428.4	-436.1	2.221	-400.4	-395.4	-403.5	0	0	0	0	0.138	0	76.12858
06/03/2023 18:10	1626	11.39	35.2	0	0	0	0	0	-0.004	-0.002	-436.8	-433	-440.6	2.185	-405.7	-400.9	-408.8	0	0	0	0	0.141	0	71.61623
06/03/2023 18:20	1627	11.4	34.68	0	0	0	0	0	-0.004	-0.002	-441.4	-437.5	-445.3	2.241	-411.5	-406.3	-414.5	0	0	0	0	0.137	0	67.11898
06/03/2023 18:30	1628	11.39	34.12	0	0	0	0	0	-0.004	-0.002	-446.4	-442.3	-450.5	2.306	-417.8	-412.1	-420.7	0	0	0	0	0.137	0	62.08238
06/03/2023 18:40	1629	11.39	33.53	0	0	0	0	0	-0.004	-0.002	-451.8	-447.6	-456	2.343	-424.5	-418.5	-427.3	0	0	0	0	0.141	0	56.83593
06/03/2023 18:50	1630	11.37	32.94	0	0	0	0	0	-0.004	-0.002	-457.2	-453	-461.3	2.334	-431.2	-425.2	-433.9	0	0	0	0	0.151	0	51.62368
06/03/2023 19:00	1631	11.34	32.4	0	0	0	0	0	-0.004	-0.002	-462.4	-458.4	-466.3	2.267	-437.4	-431.8	-440.2	0	0	0	0	0.15	0	46.75188
06/03/2023 19:10	1632	11.36	31.92	0	0	0	0	0	-0.004	-0.002	-467	-463.3	-470.8	2.175	-443	-438	-445.8	0	0	0	0	0.151	0	42.53936
06/03/2023 19:20	1633	11.36	31.45	0	0	0	0	0	-0.004	-0.002	-471.2	-467.6	-474.7	2.119	-448.1	-443.6	-450.8	0	0	0	0	0.15	0	38.73739
06/03/2023 19:30	1634	11.36	31.11	0	0	0	0	0	-0.004	-0.002	-474.8	-471.5	-478.1	2.045	-452.4	-448.6	-455.1	0	0	0	0	0.148	0	35.53626
06/03/2023 19:40	1635	11.35	30.91	0	0	0	0	0	-0.004	-0.002	-477.6	-474.7	-480.3	1.951	-455.4	-452.8	-458.1	0	0	0	0	0.149	0	33.27
06/03/2023 19:50	1636	11.34	30.76	0	0	0	0	0	-0.004	-0.002	-479.4	-476.8	-481.9	1.916	-457.4	-455.6	-460.1	0	0	0	0	0.139	0	31.81092
06/03/2023 20:00	1637	11.33	30.59	0	0	0	0	0	-0.004	-0.002	-480.7	-478.2	-483.1	1.908	-459	-457.6	-461.7	0	0	0	0	0.148	0	30.76813
06/03/2023 20:10	1638	11.32	30.34	0	0	0	0	0	-0.004	-0.002	-481.9	-479.4	-484.4	1.916	-460.8	-459.2	-463.5	0	0	0	0	0.141	0	29.60491
06/03/2023 20:20	1639	11.31	30	0	0	0	0	0	-0.004	-0.002	-483.5	-480.8	-486.2	1.937	-463.1	-461	-465.8	0	0	0	0	0.147	0	28.08448
06/03/2023 20:30	1640	11.31	29.63	0	0	0	0	0	-0.004	-0.002	-485.5	-482.7	-488.3	1.958	-466	-463.4	-468.6	0	0	0	0	0.147	0	26.27217
06/03/2023 20:40	1641	11.32	29.29	0	0	0	0	0	-0.004	-0.002	-487.7	-484.8	-490.5	1.961	-468.9	-466.3	-471.4	0	0	0	0	0.146	0	24.13667
06/03/2023 20:50	1642	11.32	28.92	0	0	0	0	0	-0.004	-0.002	-489.8	-487	-492.7	1.958	-471.7	-469.2	-474.2	0	0	0	0	0.146	0	22.22511
06/03/2023 21:00	1643	11.3	28.53	0	0	0	0	0	-0.004	-0.002	-492	-489.2	-494.8	1.962	-474.6	-472	-477.1	0	0	0	0	0.145	0	20.30369
06/03/2023 21:10	1644	11.28	28.15	0	0	0	0	0	-0.004	-0.002	-494.1	-491.3	-497	1.971	-477.6	-474.9	-480	0	0	0	0	0.145	0	18.36131
06/03/2023 21:20	1645	11.28	27.83	0	0	0	0	0	-0.004	-0.002	-496.3	-493.5	-499	1.962	-480.3	-477.9	-482.8	0	0	0	0	0.142	0	16.40519
06/03/2023 21:30	1646	11.28	27.56	0	0	0	0	0	-0.004	-0.002	-498.1	-495.5	-500.7	1.945	-482.6	-480.6	-485	0	0	0	0	0.139	0	14.76457
06/03/2023 21:40	1647	11.28	27.36	0	0	0	0	0	-0.004	-0.002	-499.6	-497.1	-502.1	1.938	-484.5	-482.8	-486.9	0	0	0	0	0.142	0	13.42853
06/03/2023 21:50	1648	11.27	27.16	0	0	0	0	0	-0.004	-0.002	-500.8	-498.4	-503.2	1.933	-486	-484.6	-488.4	0	0	0	0	0.141	0	12.37695
06/03/2023 22:00	1649	11.28	27.07	0	0	0	0	0	-0.004	-0.002	-501.8	-499.5	-504.1	1.931	-487.2	-486.2	-489.6	0	0	0	0	0.141	0	11.58451
06/03/2023 22:10	1650	11.27	27.05	0	0	0	0	0	-0.004	-0.002	-502.4	-500.3	-504.5	1.934	-487.8	-487.3	-490.2	0	0	0	0	0.142	0	11.04385
06/03/2023 22:20	1651	11.27	26.95	0	0	0	0	0	-0.004	-0.002	-502.7	-500.6	-504.8	1.936	-488.2	-487.8	-490.7	0	0	0	0	0.142	0	10.8163
06/03/2023 22:30	1652	11.27	26.81	0	0	0	0	0	-0.004	-0.002	-503.1	-501	-505.3	1.933	-488.9	-488.3	-491.3	0	0	0	0	0.142	0	10.48808
06/03/2023 22:40	1653	11.27	26.62	0	0	0	0	0	-0.004	-0.002	-503.7	-501.5	-506	1.935	-489.9	-489	-492.3	0	0	0	0	0.14	0	9.846766
06/03/2023 22:50	1654	11.26	26.49	0	0	0	0	0	-0.004	-0.002	-504.5	-502.2	-506.8	1.937	-491	-490	-493.4	0	0	0	0	0.142	0	9.084747
06/03/2023 23:00	1655	11.25	26.42	0	0	0	0	0	-0.004	-0.002	-505.2	-503	-507.3	1.939	-491.7	-491.1	-494.1	0	0	0	0	0.141	0	8.549436
06/03/2023 23:10	1656	11.21	26.29	0	0	0	0	0	-0.004	-0.002	-505.6	-503.5	-507.8	1.94	-492.4	-491.8	-494.7	0	0	0	0	0.138	0	8.180395
06/03/2023 23:20	1657	11.21	26.18	0	0	0	0	0	-0.004	-0.002	-506.1	-503.9	-508.3	1.941	-493.1	-492.4	-495.4	0	0	0	0	0.14	0	7.77731
06/03/2023 23:30	1658	11.2	26.07	0	0	0	0	0	-0.004	-0.002	-506.6	-504.5	-508.8	1.942	-493.8	-493.1	-496.2	0	0	0	0	0.14	0	7.370529
06/03/2023 23:40	1659	11.19	25.96	0	0	0	0	0	-0.004	-0.002	-507.1	-505	-509.3	1.942	-494.5	-493.8	-496.8	0	0	0	0	0.137	0	6.845593
06/03/2023 23:50	1660	11.19	25.83	0	0	0	0	0	-0.004	-0.002	-507.6	-505.5	-509.8	1.942	-495.2	-494.5	-497.5	0	0	0	0	0.138	0	6.463892
07/03/2023 00:00	1661	11.18	25.7	0	0	0	0	0	-0.004	-0.002	-508.2	-506	-510.4	1.945	-496	-495.2	-498.3	0	0	0	0	0.139	0	5.845727
07/03/2023 00:10	1662	11.18	25.59	0	0	0	0	0	-0.004	-0.002	-508.7	-506.5	-510.9	1.946	-496.7	-496	-499	0	0	0	0	0.139	0	5.443533
07/03/2023 00:20	1663	11.16	25.48	0	0	0	0	0	-0.004	-0.002	-509.2	-507	-511.3	1.948	-497.4	-496.8	-499.7	0	0	0	0	0.139	0	5.014816
07/03/2023 00:30	1664	11.15	25.31	0	0	0	0	0	-0.004	-0.002	-509.7	-507.5	-511.8	1.948	-498.1	-497.4	-500.4	0	0	0	0	0.137	0	4.573926
07/03/2023 00:40	1665	11.16	25.09	0	0	0	0	0	-0.004	-0.002	-510.3	-508	-512.6	1.947	-499.1	-498.2	-501.4	0	0	0	0	0.138	0	3.972134
07/03/2023 00:50	1666	11.16	24.83	0	0	0	0	0	-0.004	-0.002	-511.1	-508.8	-513.5	1.951	-500.4	-499.2	-502.6	0	0	0	0	0.136	0	3.199371
07/03/2023 01:00	1667	11.1	24.58	0	0	0	0	0	-0.004	-0.002	-512.1	-509.7	-514.4	1.954	-501.8	-500.5	-504	0	0	0	0	0.136	0	2.370361
07/03/2023 01:10	1668	11.14	24.38	0	0	0	0	0	-0.004	-0.002	-513	-510.7	-515.3	1.954	-503	-501.9	-505.2	0	0	0	0	0.136	0	1.553656
07/03/2023 01:20	1669	11.12	24.15	0	0	0	0	0	-0.004	-0.002	-513.8	-511.5	-516.1	1.955	-504.2	-503.1	-506.4	0	0	0	0	0.136	0	0.8731109
07/03/2023 01:30	1670	11.12	23.85	0	0	0	0	0	-0.004	-0.002	-514.7	-512.3	-517.1	1.958	-505.5	-504.3	-507.7	0	0	0	0	0.136	0	0.02817993
07/03/2023 01:40	1671	11.1	23.54	0	0	0	0	0	-0.004	-0.002	-515.7	-513.3	-518.1	1.964	-507	-505.7	-509.2	0	0	0	0	0.136	0	-0.8674072
07/03/2023 01:50	1672	11.1	23.28	0	0	0	0	0	-0.004	-0.002	-516.7	-514.3	-519.1	1.966	-508.5	-507.2	-510.6	0	0	0	0	0.133	0	-1.761612
07/03/2023 02:00	1673	11.08	23.08	0	0	0	0	0	-0.004	-0.002	-517.7	-515.3	-520	1.967	-509.7	-508.6	-511.9	0	0	0	0	0.132	0	-2.44595
07/03/2023 02:10	1674	11.06	22.89	0	0	0.783	4.221	0	-0.004	-0.002	-518.4	-516.2	-520.7	1.967	-510.7	-509.8	-512.9	0	0	0	0	0.132	0	-3.123822
07/03/2023 02:20	1675	11.08	22.69	34.9	12.83	105.5	97.5	0	-0.004	-0.002	-519.1	-516.8	-521.4	1.969	-511.7	-510.8	-513.8	0	0	0	0	0.132	0	-3.719903
07/03/2023 02:30	1676	11.08	22.55	69.43	32.04	152.3	125.4	0	-0.004	-0.002	-519.7	-517.5	-521.9	1.972	-512.5	-511.8	-514.7	0	0	0	0	0.133	0	-4.208633
07/03/2023 02:40	1677	11.08	22.41	131.6	91.8	202.8	150.6	0	-0.004	-0.002	-520.2	-518	-522.4	1.973	-513.2	-512.6	-515.3	0	0	0	0	0.132	0	-4.64144
07/03/2023 02:50	1678	11.07	22.25	399.6	366.6	442.8	280.2	0	-0.004	-0.002	-520.6	-518.5	-522.8	1.973	-513.9	-513.3	-516	0	0	0	0	0.132	0	-5.004935
07/03/2023 03:00	1679	11.04	22.09	612.9	595.7	625	379.2	0	-0.004	-0.002	-521.1	-518.9	-523.3	1.974	-514.6	-514	-516.7	0	0	0	0	0.131	0	-5.37287
07/03/2023 03:10	1680	11.03	21.99	586.9	578.5	601.9	366.4	0	-0.004	-0.002	-521.6	-519.4	-523.7	1.98	-515.3	-514.7	-517.4	0	0	0	0	0.132	0	-5.726264
07/03/2023 03:20	1681	11.02	21.98	364.9	327.7	411.9	262.7	0	-0.004	-0.002	-522	-519.8	-524	1.983	-515.7	-515.3	-517.8	0	0	0	0	0.131	0	-6.127261
07/03/2023 03:30	1682	10.99	21.99	252.7	198.4	315.3	210.5	0	-0.004	-0.002	-522.1	-520.1	-524.1	1.988	-515.8	-515.7	-517.9	0	0	0	0	0.131	0	-6.268381
07/03/2023 03:40	1683	10.99	22.01	239.4	192.8	305.5	206.4	0	-0.004	-0.002	-522.1	-520.1	-524.2	1.99	-515.8	-515.8	-517.9	0	0	0	0	0.131	0	-6.351538
07/03/2023 03:50	1684	10.99	21.96	417.5	382.6	453.1	282.8	0	-0.004	-0.002	-522.1	-520.1	-524.1	1.991	-515.8	-515.8	-517.9	0	0	0	0	0.133	0	-6.282504
07/03/2023 04:00	1685	11	21.82	870	895	840	491.5	0	-0.004	-0.002	-522.2	-520.2	-524.3	1.986	-516.1	-515.8	-518.2	0	0	0	0	0.133	0	-6.316129
07/03/2023 04:10	1686	10.97	21.68	1117	1170	1052	606.3	0	-0.004	-0.002	-522.6	-520.4	-524.7	1.983	-516.7	-516.2	-518.7	0	0	0	0	0.131	0	-6.62424
07/03/2023 04:20	1687	10.95	21.55	1312	1383	1217	696.3	0	-0.004	-0.002	-523	-520.8	-525.1	1.985	-517.2	-516.7	-519.3	0	0	0	0	0.128	0	-7.016541
07/03/2023 04:30	1688	10.95	21.42	1545	1648	1420	804	0	-0.004	-0.002	-523.3	-521.2	-525.5	1.986	-517.8	-517.3	-519.9	0	0	0	0	0.131	0	-7.37504
