"TIMESTAMP","RECORD","Batt_Volt_Min","I_glo_Avg","I_dir_Avg","I_dif_Avg","I_glo_inc_Avg","Indice_UV_Avg","AirTC_Avg","AirTC_Max","AirTC_Min","AirTC_Std","RH_Avg","RH_Max","RH_Min","RH_Std","WS_ms_Avg","WS_ms_Max","WS_ms_Min","WS_ms_Std","WindDir","CS106_PB_Avg","Rain_mm_Tot"
"2023-01-20 16:40:00",0,12.93,314.7,365.3,157.2,380,4.87,28.49,28.64,28.37,0.058,31.09,31.38,30.49,0.296,2.04,3.2,0,0.57,2.854,14.81997,0
"2023-01-20 16:50:00",1,12.86,265.7,289.1,141.5,317.7,4.757,28.76,29.05,28.47,0.103,30.51,31.21,29.88,0.266,1.721,3.95,0,0.827,2.83,874.4398,0
"2023-01-20 17:00:00",2,12.88,184.2,167.9,114.8,208.4,4.582,28.51,28.78,28.1,0.173,31.07,31.95,30.32,0.403,1.945,3.95,0,1.038,2.83,874.4799,0
"2023-01-20 17:10:00",3,12.58,209,381.1,93.9,267.3,4.458,28.37,28.88,28,0.208,31.34,31.82,30.76,0.215,1.809,4.7,0,0.857,2.806,874.4676,0
"2023-01-20 17:20:00",4,12.51,214.5,486.2,93.4,284.2,4.381,28.88,29.06,28.72,0.057,30.95,31.62,30.12,0.261,2.024,4.7,0,0.936,2.757,874.6439,0
"2023-01-20 17:30:00",5,12.38,162.4,453.3,67.84,224.8,4.275,28.47,28.82,28.1,0.152,31.88,32.33,31.34,0.197,2.557,4.7,0,0.794,2.806,874.6563,0
"2023-01-20 17:40:00",6,12.7,114.7,394.3,47.26,171.1,4.182,27.93,28.34,27.69,0.15,32.74,33.28,31.85,0.32,2.729,4.7,0.95,0.767,2.757,874.6407,0
"2023-01-20 17:50:00",7,12.36,78.14,313.5,36.65,123.3,4.118,27.79,27.96,27.56,0.093,33.09,33.66,32.6,0.209,1.915,3.2,0,0.652,2.782,874.639,0
"2023-01-20 18:00:00",8,12.65,48.41,203,26.62,75.68,4.069,27.56,27.76,27.22,0.125,33.47,34.34,32.81,0.332,1.735,3.2,0.95,0.453,2.758,874.6396,0
"2023-01-20 18:10:00",9,12.61,24.17,95.4,15.55,36.47,4.035,27.04,27.39,26.67,0.179,34.85,35.77,33.8,0.461,1.63,2.45,0.95,0.427,2.733,874.6519,0
"2023-01-20 18:20:00",10,12.57,8.89,0.663,6.453,7.687,4.015,26.44,26.81,26.13,0.155,36.37,37.21,35.47,0.4,1.188,2.45,0,0.514,2.685,874.6414,0
"2023-01-20 18:30:00",11,12.6,0.513,0.006,0.029,0.007,3.996,26.04,26.3,25.8,0.101,37.78,38.71,36.8,0.47,0.339,1.7,0,0.457,2.661,874.6794,0
"2023-01-20 18:40:00",12,12.4,0,0.011,0,0,3.993,25.75,25.93,25.59,0.067,38.49,39.12,38.16,0.166,0.336,1.7,0,0.461,2.613,874.743,0
"2023-01-20 18:50:00",13,12.46,0,0.009,0,0,3.994,25.56,25.76,25.29,0.102,39.25,40.86,38.64,0.491,0.054,0.95,0,0.22,2.54,874.7846,0
"2023-01-20 19:00:00",14,12.58,0,0.005,0,0,3.994,24.9,25.42,24.41,0.249,42.02,43.41,40.72,0.615,0.148,1.7,0,0.366,2.661,874.9721,0
"2023-01-20 19:10:00",15,12.01,0,0.01,0,0,3.994,24.19,24.54,23.75,0.172,43.88,44.81,42.87,0.401,0.929,1.7,0,0.524,2.637,875.1767,0
"2023-01-20 19:20:00",16,12.33,0,0.016,0,0,3.994,23.47,23.92,23.11,0.196,45.15,46.14,43.96,0.503,1.993,2.45,0.95,0.407,2.613,875.274,0
"2023-01-20 19:30:00",17,12.03,0,0.01,0,0,3.994,22.9,23.24,22.6,0.154,46.17,46.85,45.42,0.269,2.78,3.95,1.7,0.665,2.565,875.4068,0
"2023-01-20 19:40:00",18,12.5,0,0.001,0,0,3.994,22.27,22.7,21.95,0.187,47.76,48.66,46.14,0.645,2.578,3.95,1.7,0.555,2.516,875.5576,0
"2023-01-20 19:50:00",19,12.51,0,0.005,0,0,3.994,21.85,22.09,21.58,0.121,48.96,49.58,48.25,0.344,2.37,3.2,0.95,0.436,2.444,875.7214,0
"2023-01-20 20:00:00",20,12.31,0,0.019,0,0,3.994,21.75,21.92,21.58,0.067,48.79,49.48,48.19,0.255,2.511,3.95,0.95,0.477,2.395,875.8949,0
"2023-01-20 20:10:00",21,11.97,0,0.024,0,0,3.994,21.86,21.99,21.71,0.042,48.44,48.7,48.12,0.107,2.816,4.7,0.95,0.563,2.419,876.0096,0
"2023-01-20 20:20:00",22,11.52,0,0.016,0,0,3.994,21.71,21.95,21.54,0.077,48.9,49.34,48.42,0.202,2.733,3.95,1.7,0.5,2.395,876.1567,0
"2023-01-20 20:30:00",23,11.2,0,0.011,0,0,3.994,21.56,21.78,21.34,0.076,49.3,49.82,48.8,0.226,2.248,3.95,0.95,0.617,2.323,876.222,0
"2023-01-20 20:40:00",24,10.54,0,0.006,0,0,3.994,21.33,21.48,21.17,0.068,49.94,50.33,49.58,0.138,1.643,2.45,0.95,0.388,2.299,876.2958,0
"2023-01-20 20:50:00",25,10.58,0,0.004,0,0,3.994,21.1,21.37,20.86,0.121,50.51,51.15,49.79,0.344,1.461,2.45,0,0.423,2.226,876.4348,0
"2023-01-20 21:00:00",26,10.61,0,0.008,0,0,3.994,20.92,21.1,20.66,0.094,50.82,51.52,50.33,0.295,1.228,2.45,0,0.422,2.274,876.5165,0
"2023-01-20 21:10:00",27,10.61,0,0.005,0,0,3.994,20.53,20.83,20.21,0.134,52.12,53.02,51.32,0.516,1.322,2.45,0,0.51,2.032,876.5656,0
"2023-01-20 21:20:00",28,10.58,0,0.016,0,0,3.994,20.27,20.42,20.11,0.059,52.9,53.33,52.58,0.169,1.395,2.45,0,0.594,2.008,876.6967,0
"2023-01-20 21:30:00",29,10.58,0,0.163,0,0,3.994,20.44,20.73,20.21,0.109,52.47,53.37,51.59,0.377,2.553,3.2,0.95,0.434,2.178,876.8519,0
"2023-01-20 21:40:00",30,10.59,0,0.009,0,0,3.994,20.16,20.39,19.84,0.142,53.44,54.63,52.62,0.614,1.795,3.2,0,0.682,2.153,876.8681,0
"2023-01-20 21:50:00",31,10.58,0,0.009,0,0,3.994,19.94,20.15,19.74,0.103,54,54.76,53.33,0.366,1.705,3.2,0.95,0.354,1.96,876.9009,0
"2023-01-20 22:00:00",32,10.57,0,0.012,0,0,3.994,20.02,20.18,19.91,0.054,53.87,54.69,53.26,0.279,1.19,2.45,0,0.535,2.129,877.0401,0
"2023-01-20 22:10:00",33,10.56,0,0.034,0,0,3.994,20.2,20.35,19.91,0.073,52.98,53.74,52.51,0.272,1.516,2.45,0.95,0.374,2.081,877.1464,0
"2023-01-20 22:20:00",34,10.54,0,0.009,0,0,3.994,19.93,20.15,19.77,0.057,53.99,54.52,53.47,0.205,1.31,2.45,0,0.611,2.081,877.1871,0
"2023-01-20 22:30:00",35,10.52,0,0.018,0,0,3.994,19.81,19.94,19.64,0.054,54.57,55.1,53.84,0.223,1.37,2.45,0,0.501,2.057,877.1953,0
"2023-01-20 22:40:00",36,10.49,0,0.178,0,0,3.994,20.06,20.25,19.7,0.101,53.28,54.76,52.72,0.388,1.776,3.2,0,0.596,2.057,877.269,0
"2023-01-20 22:50:00",37,10.44,0,0.001,0,0,3.994,19.85,20.11,19.64,0.113,54.23,54.86,53.43,0.318,0.244,1.7,0,0.447,2.008,877.3426,0
"2023-01-20 23:00:00",38,10.39,0,0.011,0,0,3.994,20.06,20.25,19.77,0.095,53.36,54.01,53.02,0.187,0.452,1.7,0,0.539,2.008,877.3834,0
"2023-01-20 23:10:00",39,10.37,0,0.156,0,0,3.994,19.97,20.21,19.53,0.164,54.02,55.61,53.13,0.682,1.662,2.45,0,0.464,1.863,877.416,0
"2023-01-20 23:20:00",40,10.36,0,0.003,0,0,3.994,19.11,19.64,18.75,0.243,57.31,58.1,55.31,0.768,1.739,2.45,0,0.536,2.008,877.3098,0
"2023-01-20 23:30:00",41,10.34,0,0.006,0,0,3.994,19.09,19.46,18.78,0.15,56.99,58.07,55.99,0.575,0.996,2.45,0,0.709,1.936,877.3262,0
"2023-01-20 23:40:00",42,10.22,0,0.07,0,0,3.994,19.42,19.57,19.29,0.05,56.3,56.64,55.99,0.134,0.678,2.45,0,0.672,1.911,877.4409,0
"2023-01-20 23:50:00",43,10.28,0,0.134,0,0,3.994,19.62,19.98,19.26,0.189,55.38,56.84,53.74,0.898,0.931,1.7,0,0.546,1.79,877.5224,0
"2023-01-21 00:00:00",44,10.33,0,0.022,0,0,3.994,19.26,19.64,18.95,0.186,56.93,57.9,55.31,0.647,1.259,2.45,0,0.561,1.79,877.506,0
"2023-01-21 00:10:00",45,10.31,0,0.01,0,0,3.994,18.84,19.19,18.54,0.178,58.35,59.57,57.22,0.69,1.985,2.45,0.95,0.382,1.936,877.416,0
"2023-01-21 00:20:00",46,10.31,0,0.041,0,0,3.994,18.78,18.95,18.58,0.065,58.27,58.95,57.69,0.308,2.211,3.2,1.7,0.385,1.96,877.4896,0
"2023-01-21 00:30:00",47,10.3,0,0.022,0,0,3.994,18.44,18.72,18.17,0.11,59.64,60.59,58.72,0.454,2.39,3.2,1.7,0.362,1.96,877.3915,0
"2023-01-21 00:40:00",48,10.3,0,0.104,0,0,3.994,18.7,18.89,18.48,0.082,58.87,59.81,58.34,0.394,2.264,3.2,0.95,0.424,1.911,877.3669,0
"2023-01-21 00:50:00",49,10.29,0,0.107,0,0,3.994,18.76,19.09,18.51,0.134,58.96,59.98,57.9,0.555,2.409,3.2,1.7,0.308,1.911,877.3015,0
"2023-01-21 01:00:00",50,10.28,0,0.03,0,0,3.994,18.51,18.85,18.2,0.135,60.1,61.17,59.16,0.556,2.334,3.2,1.7,0.301,1.936,877.2115,0
"2023-01-21 01:10:00",51,10.28,0,0.068,0,0,3.994,18.77,19.06,18.44,0.155,59.29,60.39,58.31,0.536,2.135,3.2,1.7,0.375,1.887,877.1953,0
"2023-01-21 01:20:00",52,10.27,0,0.009,0,0,3.994,18.45,18.78,18.07,0.18,60.66,61.92,59.6,0.651,2.42,3.2,1.7,0.317,1.911,877.1953,0
"2023-01-21 01:30:00",53,10.26,0,0.001,0,0,3.994,18.07,18.2,17.93,0.046,62.3,62.67,61.75,0.164,2.451,3.95,1.7,0.461,1.936,877.1953,0
"2023-01-21 01:40:00",54,10.24,0,0.009,0,0,3.994,17.95,18.17,17.76,0.077,62.84,63.28,62.26,0.234,2.724,3.95,1.7,0.389,1.863,877.1871,0
"2023-01-21 01:50:00",55,10.23,0,0.007,0,0,3.994,17.9,18.24,17.52,0.154,63.25,64.41,62.12,0.622,2.23,3.2,0.95,0.375,1.936,877.1543,0
"2023-01-21 02:00:00",56,10.23,0,0.041,0,0,3.994,17.53,17.9,17.28,0.14,64.67,65.43,63.45,0.513,2.194,3.2,1.7,0.366,1.863,877.0396,0
"2023-01-21 02:10:00",57,10.23,0,0.011,0,0,3.994,17.7,17.93,17.56,0.071,64.15,64.51,63.55,0.265,2.344,3.2,1.7,0.361,1.887,876.9171,0
"2023-01-21 02:20:00",58,10.23,0,0.005,0,0,3.994,17.48,17.73,17.32,0.104,65.09,65.6,64.34,0.376,2.239,2.45,1.7,0.337,1.863,876.8681,0
"2023-01-21 02:30:00",59,10.22,0,0.015,0,0,3.994,17.45,17.59,17.28,0.05,65.22,65.53,64.88,0.124,2.363,3.2,0.95,0.385,1.839,876.8598,0
"2023-01-21 02:40:00",60,10.21,0,0.01,0,0,3.994,17.26,17.45,17.08,0.084,65.83,66.25,65.29,0.238,2.604,3.2,1.7,0.335,1.839,876.7159,0
"2023-01-21 02:50:00",61,10.22,0,0.012,0,0,3.994,17.27,17.46,17.12,0.07,65.46,65.87,64.85,0.237,2.455,3.2,1.7,0.321,1.815,876.6688,0
"2023-01-21 03:00:00",62,10.21,0,0.072,0,0,3.994,17.37,17.63,17.05,0.126,64.47,65.57,63.59,0.524,2.611,3.2,1.7,0.332,1.766,876.685,0
"2023-01-21 03:10:00",63,10.2,0,0.012,0,0,3.994,17.2,17.32,17.08,0.046,65.1,65.4,64.61,0.137,2.578,3.2,1.7,0.331,1.815,876.7108,0
"2023-01-21 03:20:00",64,10.19,0,0.001,0,0,3.994,16.97,17.29,16.6,0.185,66.83,68.67,65.02,1.05,2.638,3.2,1.7,0.416,1.79,876.6049,0
"2023-01-21 03:30:00",65,10.17,0,0.031,0,0,3.994,16.69,16.98,16.47,0.089,68.82,69.21,68.29,0.174,2.946,3.95,1.7,0.469,1.815,876.5712,0
"2023-01-21 03:40:00",66,10.16,0,0.165,0,0,3.994,17.08,17.32,16.84,0.109,67.81,68.47,67.17,0.355,2.734,3.2,1.7,0.384,1.766,876.5522,0
"2023-01-21 03:50:00",67,10.15,0,0.001,0,0,3.994,16.74,16.95,16.61,0.066,69.24,69.56,68.47,0.247,2.423,3.2,1.7,0.403,1.791,876.5691,0
"2023-01-21 04:00:00",68,10.14,0,0,0,0,3.994,16.6,16.81,16.37,0.096,69.81,70.58,69.29,0.353,1.784,2.45,0,0.452,1.766,876.5809,0
"2023-01-21 04:10:00",69,10.12,0,0,0,0,3.994,16.28,16.51,16.1,0.075,71.09,71.57,70.45,0.275,1.323,2.45,0,0.509,1.621,876.5521,0
"2023-01-21 04:20:00",70,10.12,0,0.008,0,0,3.994,16.16,16.3,16,0.056,71.71,72.36,71.37,0.204,1.438,2.45,0,0.579,1.597,876.5861,0
"2023-01-21 04:30:00",71,10.11,0,0,0,0,3.994,15.69,16.13,15.45,0.136,73.62,74.61,72.19,0.571,1.597,2.45,0,0.422,1.742,876.5784,0
"2023-01-21 04:40:00",72,10.1,0,0.013,0,0,3.995,15.64,15.79,15.39,0.083,74.17,74.85,73.72,0.282,1.993,2.45,0.95,0.371,1.718,876.603,0
"2023-01-21 04:50:00",73,10.09,0,0.121,0,0,3.995,15.68,15.93,15.35,0.146,74,74.91,73.24,0.513,2.053,3.2,0.95,0.379,1.573,876.6543,0
"2023-01-21 05:00:00",74,10.08,0,0.126,0,0,3.995,15.87,16,15.76,0.044,73.3,73.48,73.07,0.077,2.313,3.2,0.95,0.394,1.694,876.7687,0
"2023-01-21 05:10:00",75,10.07,0,0.027,0,0,3.995,15.91,16.07,15.73,0.058,73.2,73.59,72.8,0.16,2.206,3.2,0.95,0.392,1.718,876.8672,0
"2023-01-21 05:20:00",76,10.06,0,0.044,0,0,3.995,15.92,16.07,15.73,0.054,73.28,73.59,72.9,0.147,2.661,3.95,1.7,0.47,1.718,876.9323,0
"2023-01-21 05:30:00",77,10.06,0,0.11,0,0,3.995,15.95,16.24,15.76,0.101,73.2,73.76,72.32,0.366,2.689,3.95,0.95,0.427,1.694,876.9323,0
"2023-01-21 05:40:00",78,10.04,0,0.104,0,0,3.995,16.15,16.34,16,0.076,72.47,72.97,71.88,0.283,2.55,3.2,1.7,0.317,1.694,877.0799,0
"2023-01-21 05:50:00",79,10.04,0,0,0,0,3.995,15.9,16.17,15.69,0.098,73.57,74.16,72.63,0.391,2.044,3.2,0.95,0.471,1.694,877.1598,0
"2023-01-21 06:00:00",80,10.04,0,0.001,0,0,3.995,15.66,15.86,15.45,0.09,74.54,75.26,73.99,0.345,1.118,2.45,0,0.66,1.67,877.2829,0
"2023-01-21 06:10:00",81,10.02,0,0,0,0,3.995,15.39,15.62,15.01,0.158,75.76,77.03,75.02,0.605,1.461,2.45,0,0.466,1.67,877.4888,0
"2023-01-21 06:20:00",82,10.01,0,0.026,0,0,3.995,15.21,15.45,15.01,0.079,76.71,77.16,76.07,0.221,1.713,2.45,0,0.45,1.67,877.5868,0
"2023-01-21 06:30:00",83,10.02,0,0.065,0,0,3.995,15.41,15.62,15.15,0.105,75.97,76.93,75.32,0.4,1.684,2.45,0,0.522,1.646,877.5869,0
"2023-01-21 06:40:00",84,10.01,0,0.02,0,0,3.995,15.21,15.35,15.01,0.069,76.83,77.44,76.48,0.195,2.118,3.2,0.95,0.496,1.67,877.7341,0
"2023-01-21 06:50:00",85,9.99,0,0,0,0,3.995,14.88,15.15,14.67,0.092,78.22,78.8,77.37,0.38,1.885,2.45,0.95,0.379,1.67,877.8406,0
"2023-01-21 07:00:00",86,9.99,0,0.161,0,0,3.995,14.97,15.18,14.67,0.108,77.98,78.83,77.3,0.431,2.404,3.2,1.7,0.322,1.646,877.9139,0
"2023-01-21 07:10:00",87,10,0.354,0.084,0.223,0.087,3.995,15.07,15.21,14.94,0.045,77.52,77.81,77.27,0.113,2.498,3.2,1.7,0.329,1.67,877.9223,0
"2023-01-21 07:20:00",88,9.99,5.238,0.189,3.981,4.533,4,15.07,15.18,14.94,0.045,77.48,77.81,77.16,0.111,2.521,3.2,1.7,0.367,1.621,878.0531,0
"2023-01-21 07:30:00",89,10,17.03,17.89,13.54,20.05,4.021,15.14,15.35,14.94,0.084,77.25,77.85,76.69,0.322,2.181,3.2,1.7,0.362,1.646,878.1433,0
"2023-01-21 07:40:00",90,10.01,38.43,77.71,26.05,50.99,4.049,15.27,15.45,15.11,0.044,76.73,76.99,76.52,0.082,1.999,2.45,1.7,0.367,1.621,878.2411,0
"2023-01-21 07:50:00",91,10.1,68.32,177,40.09,96.2,4.089,15.45,15.66,15.18,0.107,76.08,76.89,75.46,0.408,2.188,3.2,1.7,0.366,1.67,878.2986,0
"2023-01-21 08:00:00",92,10.29,109,277.3,56.38,151.4,4.147,15.71,15.96,15.52,0.079,75.07,75.6,74.47,0.231,2.23,3.2,0.95,0.373,1.646,878.495,0
"2023-01-21 08:10:00",93,10.56,145.7,381.9,63.07,205.7,4.202,16.17,16.58,15.79,0.196,73.52,74.68,72.36,0.688,1.859,3.2,0.95,0.448,1.694,878.5768,0
"2023-01-21 08:20:00",94,10.79,170.5,411.2,65.96,238.8,4.302,16.94,17.4,16.44,0.227,71.17,72.46,69.94,0.663,1.47,2.45,0,0.429,1.742,878.7649,0
"2023-01-21 08:30:00",95,10.85,188,389.9,71.15,257.3,4.401,17.58,17.9,17.26,0.164,69.46,70.21,68.84,0.376,1.25,1.7,0,0.392,1.791,878.8915,0
"2023-01-21 08:40:00",96,10.81,199.5,344.4,77.06,264.8,4.513,18.08,18.41,17.8,0.147,68.35,69.12,66.93,0.569,0.375,1.7,0,0.485,1.839,878.9963,0
"2023-01-21 08:50:00",97,10.78,250.9,413.7,92.3,328.7,4.676,18.71,19.23,18.24,0.235,65.93,67.44,63.15,0.954,0.036,0.95,0,0.182,1.887,879.0074,0
"2023-01-21 09:00:00",98,10.91,263.8,386.2,98.6,337.5,4.827,19.73,20.18,19.12,0.242,60.88,63.28,57.01,1.624,0.01,0.95,0,0.095,1.96,879.1101,0
"2023-01-21 09:10:00",99,10.94,308.7,431.7,107.4,392.9,4.999,20.31,20.76,20.04,0.182,56.84,58.72,55.75,0.828,0.226,0.95,0,0.405,2.032,879.1584,0
"2023-01-21 09:20:00",100,10.99,330.6,440.5,111.1,419.2,5.179,21.57,22.4,20.59,0.546,55.23,56.81,53.33,0.978,0.033,0.95,0,0.175,1.96,879.1584,0
"2023-01-21 09:30:00",101,13.22,368.6,479,116.1,464,5.409,22.05,22.36,21.78,0.134,54.78,55.38,53.98,0.357,0.45,1.7,0,0.503,2.032,879.1574,0
"2023-01-21 09:40:00",102,13.11,469.4,654,120.5,592.7,5.751,22.5,22.87,21.82,0.285,53.54,55.44,52.27,0.932,0.617,2.45,0,0.591,2.153,879.1806,0
"2023-01-21 09:50:00",103,13.07,499.1,697.2,113.8,627.9,6.028,23.04,23.28,22.77,0.096,52.71,53.46,51.9,0.337,0.987,3.2,0,0.813,2.226,879.1414,0
"2023-01-21 10:00:00",104,13.09,542.7,747.4,111,679.3,6.346,22.78,23.21,22.43,0.148,53.41,54.38,52.48,0.393,1.605,3.95,0,0.672,2.298,879.0849,0
"2023-01-21 10:10:00",105,13.06,566.5,757.7,110.2,707,6.656,23.02,23.55,22.29,0.4,52.89,54.96,51.15,1.119,1.538,3.2,0,0.775,2.323,879.0299,0
"2023-01-21 10:20:00",106,13.05,577.8,739.5,110.6,715.3,6.931,23.2,23.62,22.8,0.242,52.19,53.5,50.77,0.769,0.954,3.2,0,0.931,2.371,878.9051,0
"2023-01-21 10:30:00",107,13.07,599.1,727.4,118.1,737.3,7.215,23.75,24.2,22.97,0.339,50.66,52.85,49.44,0.875,1.182,3.2,0,0.828,2.516,878.9086,0
"2023-01-21 10:40:00",108,12.95,567.9,641.1,118.3,694.9,7.322,23.39,23.95,22.86,0.329,51.74,53.36,50.12,0.874,1.3,4.7,0,1.053,2.492,878.8461,0
"2023-01-21 10:50:00",109,13.03,647.8,745.5,119.2,790.5,7.767,23.62,24.26,23.33,0.207,51.33,52.5,49.61,0.73,1.749,3.95,0,1.002,2.588,878.8255,0
"2023-01-21 11:00:00",110,13.04,698.9,820,113.6,850,8.18,24.19,24.73,23.61,0.304,49.59,51.68,48,0.986,1.389,3.95,0,1.087,2.588,878.7697,0
"2023-01-21 11:10:00",111,13.03,697.4,797.1,112.9,844,8.39,24.28,24.59,23.98,0.14,48.76,49.57,47.87,0.404,0.779,3.2,0,0.814,2.637,878.7083,0
"2023-01-21 11:20:00",112,13.03,716.1,789.9,120.1,864,8.63,24.67,24.9,24.46,0.104,48.14,49.13,47.42,0.328,1.332,3.2,0,0.832,2.685,878.5622,0
